passport,destination,visa_requirement
San Marino,Angola,Visa Required
San Marino,Bhutan,Visa Required
San Marino,Brunei,Visa Required
San Marino,Central African Republic,Visa Required
San Marino,Chad,Visa Required
San Marino,Congo (Rep.),Visa Required
San Marino,Cote d'Ivoire,Visa Required
San Marino,Eritrea,Visa Required
San Marino,Fiji,Visa Required
San Marino,Ghana,Visa Required
San Marino,Guyana,Visa Required
San Marino,Iraq,Visa Required
San Marino,Kiribati,Visa Required
San Marino,Libya,Visa Required
San Marino,Mali,Visa Required
San Marino,Marshall Islands,Visa Required
San Marino,Mongolia,Visa Required
San Marino,Myanmar,Visa Required
San Marino,Namibia,Visa Required
San Marino,Nauru,Visa Required
San Marino,Niger,Visa Required
San Marino,North Korea,Visa Required
San Marino,Paraguay,Visa Required
San Marino,Sierra Leone,Visa Required
San Marino,South Sudan,Visa Required
San Marino,Sudan,Visa Required
San Marino,Tonga,Visa Required
San Marino,Trinidad and Tobago,Visa Required
San Marino,Turkmenistan,Visa Required
San Marino,Turks and Caicos Islands,Visa Required
San Marino,Yemen,Visa Required
San Marino,Azerbaijan,Online Visa
San Marino,Benin,Online Visa
San Marino,Ethiopia,Online Visa
San Marino,Gabon,Online Visa
San Marino,India,Online Visa
San Marino,Pakistan,Online Visa
San Marino,Russian Federation,Online Visa
San Marino,Vietnam,Online Visa
San Marino,Uganda,Online Visa
San Marino,Papua New Guinea,Online Visa
San Marino,Guinea,Online Visa
San Marino,Kazakhstan,Online Visa
San Marino,Cameroon,Online Visa
San Marino,Equatorial Guinea,Online Visa
San Marino,Togo,Online Visa
San Marino,Syria,Online Visa
San Marino,Indonesia,Online Visa
San Marino,Burkina Faso,Online Visa
San Marino,Mauritania,Online Visa
San Marino,Congo (Dem. Rep.),Online Visa
San Marino,Nigeria,Online Visa
San Marino,Liberia,Online Visa
San Marino,Cuba,Online Visa
San Marino,Bahrain,Visa on Arrival
San Marino,Bangladesh,Visa on Arrival
San Marino,Bolivia,Visa on Arrival
San Marino,Burundi,Visa on Arrival
San Marino,Cambodia,Visa on Arrival
San Marino,Cape Verde Islands,Visa on Arrival
San Marino,Comoro Islands,Visa on Arrival
San Marino,Egypt,Visa on Arrival
San Marino,Guinea-Bissau,Visa on Arrival
San Marino,Iran,Visa on Arrival
San Marino,Jordan,Visa on Arrival
San Marino,Kuwait,Visa on Arrival
San Marino,Kyrgyzstan,Visa on Arrival
San Marino,Laos,Visa on Arrival
San Marino,Lebanon,Visa on Arrival
San Marino,Malawi,Visa on Arrival
San Marino,Maldives,Visa on Arrival
San Marino,Mozambique,Visa on Arrival
San Marino,Nepal,Visa on Arrival
San Marino,Palau Islands,Visa on Arrival
San Marino,Rwanda,Visa on Arrival
San Marino,Samoa,Visa on Arrival
San Marino,Saudi Arabia,Visa on Arrival
San Marino,Solomon Islands,Visa on Arrival
San Marino,Somalia,Visa on Arrival
San Marino,St. Helena,Visa on Arrival
San Marino,Tanzania,Visa on Arrival
San Marino,Timor-Leste,Visa on Arrival
San Marino,Tuvalu,Visa on Arrival
San Marino,United Arab Emirates,Visa on Arrival
San Marino,Zimbabwe,Visa on Arrival
San Marino,Djibouti,Visa on Arrival
San Marino,Qatar,Visa on Arrival
San Marino,Japan,Visa-Free Access
San Marino,Albania,Visa-Free Access
San Marino,Andorra,Visa-Free Access
San Marino,Anguilla,Visa-Free Access
San Marino,Antigua and Barbuda,Visa-Free Access
San Marino,Argentina,Visa-Free Access
San Marino,Armenia,Visa-Free Access
San Marino,Aruba,Visa-Free Access
San Marino,Austria,Visa-Free Access
San Marino,Bahamas,Visa-Free Access
San Marino,Barbados,Visa-Free Access
San Marino,Belarus,Visa-Free Access
San Marino,Belgium,Visa-Free Access
San Marino,Bermuda,Visa-Free Access
San Marino,Bonaire; St. Eustatius and Saba,Visa-Free Access
San Marino,Bosnia and Herzegovina,Visa-Free Access
San Marino,Botswana,Visa-Free Access
San Marino,Brazil,Visa-Free Access
San Marino,Bulgaria,Visa-Free Access
San Marino,Cayman Islands,Visa-Free Access
San Marino,Chile,Visa-Free Access
San Marino,China,Visa-Free Access
San Marino,Colombia,Visa-Free Access
San Marino,Cook Islands,Visa-Free Access
San Marino,Costa Rica,Visa-Free Access
San Marino,Croatia,Visa-Free Access
San Marino,Curacao,Visa-Free Access
San Marino,Cyprus,Visa-Free Access
San Marino,Czechia,Visa-Free Access
San Marino,Denmark,Visa-Free Access
San Marino,Dominica,Visa-Free Access
San Marino,Dominican Republic,Visa-Free Access
San Marino,Ecuador,Visa-Free Access
San Marino,El Salvador,Visa-Free Access
San Marino,Estonia,Visa-Free Access
San Marino,Falkland Islands,Visa-Free Access
San Marino,Faroe Islands,Visa-Free Access
San Marino,Finland,Visa-Free Access
San Marino,France,Visa-Free Access
San Marino,French Guiana,Visa-Free Access
San Marino,French Polynesia,Visa-Free Access
San Marino,French West Indies,Visa-Free Access
San Marino,The Gambia,Visa-Free Access
San Marino,Georgia,Visa-Free Access
San Marino,Germany,Visa-Free Access
San Marino,Gibraltar,Visa-Free Access
San Marino,Greece,Visa-Free Access
San Marino,Greenland,Visa-Free Access
San Marino,Grenada,Visa-Free Access
San Marino,Guatemala,Visa-Free Access
San Marino,Haiti,Visa-Free Access
San Marino,Honduras,Visa-Free Access
San Marino,Hong Kong (SAR China),Visa-Free Access
San Marino,Hungary,Visa-Free Access
San Marino,Iceland,Visa-Free Access
San Marino,Ireland,Visa-Free Access
San Marino,Italy,Visa-Free Access
San Marino,Jamaica,Visa-Free Access
San Marino,Kenya,Visa-Free Access
San Marino,Kosovo,Visa-Free Access
San Marino,Latvia,Visa-Free Access
San Marino,Lesotho,Visa-Free Access
San Marino,Liechtenstein,Visa-Free Access
San Marino,Lithuania,Visa-Free Access
San Marino,Luxembourg,Visa-Free Access
San Marino,Macao (SAR China),Visa-Free Access
San Marino,North Macedonia,Visa-Free Access
San Marino,Malaysia,Visa-Free Access
San Marino,Malta,Visa-Free Access
San Marino,Mauritius,Visa-Free Access
San Marino,Mayotte,Visa-Free Access
San Marino,Mexico,Visa-Free Access
San Marino,Micronesia,Visa-Free Access
San Marino,Moldova,Visa-Free Access
San Marino,Monaco,Visa-Free Access
San Marino,Montenegro,Visa-Free Access
San Marino,Montserrat,Visa-Free Access
San Marino,Morocco,Visa-Free Access
San Marino,Netherlands,Visa-Free Access
San Marino,New Caledonia,Visa-Free Access
San Marino,Nicaragua,Visa-Free Access
San Marino,Niue,Visa-Free Access
San Marino,Norway,Visa-Free Access
San Marino,Oman,Visa-Free Access
San Marino,Palestinian Territory,Visa-Free Access
San Marino,Panama,Visa-Free Access
San Marino,Peru,Visa-Free Access
San Marino,Philippines,Visa-Free Access
San Marino,Poland,Visa-Free Access
San Marino,Portugal,Visa-Free Access
San Marino,Reunion,Visa-Free Access
San Marino,Romania,Visa-Free Access
San Marino,Sao Tome and Principe,Visa-Free Access
San Marino,Senegal,Visa-Free Access
San Marino,Serbia,Visa-Free Access
San Marino,Singapore,Visa-Free Access
San Marino,Slovakia,Visa-Free Access
San Marino,Slovenia,Visa-Free Access
San Marino,South Africa,Visa-Free Access
San Marino,Spain,Visa-Free Access
San Marino,St. Lucia,Visa-Free Access
San Marino,St. Maarten,Visa-Free Access
San Marino,St. Vincent and the Grenadines,Visa-Free Access
San Marino,eSwatini,Visa-Free Access
San Marino,Sweden,Visa-Free Access
San Marino,Switzerland,Visa-Free Access
San Marino,Taiwan (Chinese Taipei),Visa-Free Access
San Marino,Thailand,Visa-Free Access
San Marino,Tunisia,Visa-Free Access
San Marino,Türkiye,Visa-Free Access
San Marino,Ukraine,Visa-Free Access
San Marino,Uruguay,Visa-Free Access
San Marino,Uzbekistan,Visa-Free Access
San Marino,Vanuatu,Visa-Free Access
San Marino,Vatican City,Visa-Free Access
San Marino,Venezuela,Visa-Free Access
San Marino,British Virgin Islands,Visa-Free Access
San Marino,Suriname,Visa-Free Access
San Marino,Belize,Visa-Free Access
San Marino,Madagascar,Visa-Free Access
San Marino,Tajikistan,Visa-Free Access
San Marino,Zambia,Visa-Free Access
San Marino,Australia,Electronic Travel Authorization
San Marino,Canada,Electronic Travel Authorization
San Marino,Guam,Electronic Travel Authorization
San Marino,New Zealand,Electronic Travel Authorization
San Marino,Northern Mariana Islands,Electronic Travel Authorization
San Marino,Puerto Rico,Electronic Travel Authorization
San Marino,American Samoa,Electronic Travel Authorization
San Marino,Sri Lanka,Electronic Travel Authorization
San Marino,United States,Electronic Travel Authorization
San Marino,US Virgin Islands,Electronic Travel Authorization
San Marino,South Korea,Electronic Travel Authorization
San Marino,Seychelles,Electronic Travel Authorization
San Marino,Israel,Electronic Travel Authorization
San Marino,United Kingdom,Electronic Travel Authorization
San Marino,St. Kitts and Nevis,Electronic Travel Authorization
Monaco,Afghanistan,Visa Required
Monaco,Algeria,Visa Required
Monaco,Bhutan,Visa Required
Monaco,Brunei,Visa Required
Monaco,Central African Republic,Visa Required
Monaco,Chad,Visa Required
Monaco,Congo (Rep.),Visa Required
Monaco,Cote d'Ivoire,Visa Required
Monaco,Eritrea,Visa Required
Monaco,Falkland Islands,Visa Required
Monaco,Ghana,Visa Required
Monaco,Guyana,Visa Required
Monaco,Iraq,Visa Required
Monaco,Kiribati,Visa Required
Monaco,Libya,Visa Required
Monaco,Mali,Visa Required
Monaco,Namibia,Visa Required
Monaco,Nauru,Visa Required
Monaco,Niger,Visa Required
Monaco,North Korea,Visa Required
Monaco,Sierra Leone,Visa Required
Monaco,South Sudan,Visa Required
Monaco,Sudan,Visa Required
Monaco,Trinidad and Tobago,Visa Required
Monaco,Turkmenistan,Visa Required
Monaco,Yemen,Visa Required
Monaco,Lesotho,Visa Required
Monaco,Azerbaijan,Online Visa
Monaco,Benin,Online Visa
Monaco,Egypt,Online Visa
Monaco,Gabon,Online Visa
Monaco,India,Online Visa
Monaco,Myanmar,Online Visa
Monaco,Russian Federation,Online Visa
Monaco,Vietnam,Online Visa
Monaco,Uganda,Online Visa
Monaco,Papua New Guinea,Online Visa
Monaco,Guinea,Online Visa
Monaco,Cameroon,Online Visa
Monaco,Equatorial Guinea,Online Visa
Monaco,Togo,Online Visa
Monaco,Syria,Online Visa
Monaco,Pakistan,Online Visa
Monaco,Burkina Faso,Online Visa
Monaco,Mauritania,Online Visa
Monaco,Congo (Dem. Rep.),Online Visa
Monaco,Nigeria,Online Visa
Monaco,Liberia,Online Visa
Monaco,Cuba,Online Visa
Monaco,Bahrain,Visa on Arrival
Monaco,Bangladesh,Visa on Arrival
Monaco,Burundi,Visa on Arrival
Monaco,Cambodia,Visa on Arrival
Monaco,Cape Verde Islands,Visa on Arrival
Monaco,Comoro Islands,Visa on Arrival
Monaco,Guinea-Bissau,Visa on Arrival
Monaco,Iran,Visa on Arrival
Monaco,Jordan,Visa on Arrival
Monaco,Kuwait,Visa on Arrival
Monaco,Laos,Visa on Arrival
Monaco,Lebanon,Visa on Arrival
Monaco,Malawi,Visa on Arrival
Monaco,Maldives,Visa on Arrival
Monaco,Marshall Islands,Visa on Arrival
Monaco,Mozambique,Visa on Arrival
Monaco,Nepal,Visa on Arrival
Monaco,Palau Islands,Visa on Arrival
Monaco,Samoa,Visa on Arrival
Monaco,Saudi Arabia,Visa on Arrival
Monaco,Solomon Islands,Visa on Arrival
Monaco,Somalia,Visa on Arrival
Monaco,St. Helena,Visa on Arrival
Monaco,Tanzania,Visa on Arrival
Monaco,Timor-Leste,Visa on Arrival
Monaco,Tonga,Visa on Arrival
Monaco,Tuvalu,Visa on Arrival
Monaco,United Arab Emirates,Visa on Arrival
Monaco,Zimbabwe,Visa on Arrival
Monaco,Indonesia,Visa on Arrival
Monaco,Djibouti,Visa on Arrival
Monaco,Ethiopia,Visa on Arrival
Monaco,Qatar,Visa on Arrival
Monaco,Japan,Visa-Free Access
Monaco,Albania,Visa-Free Access
Monaco,Andorra,Visa-Free Access
Monaco,Anguilla,Visa-Free Access
Monaco,Antigua and Barbuda,Visa-Free Access
Monaco,Argentina,Visa-Free Access
Monaco,Armenia,Visa-Free Access
Monaco,Aruba,Visa-Free Access
Monaco,Austria,Visa-Free Access
Monaco,Bahamas,Visa-Free Access
Monaco,Barbados,Visa-Free Access
Monaco,Belarus,Visa-Free Access
Monaco,Belgium,Visa-Free Access
Monaco,Belize,Visa-Free Access
Monaco,Bermuda,Visa-Free Access
Monaco,Bolivia,Visa-Free Access
Monaco,Bonaire; St. Eustatius and Saba,Visa-Free Access
Monaco,Bosnia and Herzegovina,Visa-Free Access
Monaco,Botswana,Visa-Free Access
Monaco,Brazil,Visa-Free Access
Monaco,Bulgaria,Visa-Free Access
Monaco,Cayman Islands,Visa-Free Access
Monaco,Chile,Visa-Free Access
Monaco,Colombia,Visa-Free Access
Monaco,Cook Islands,Visa-Free Access
Monaco,Costa Rica,Visa-Free Access
Monaco,Croatia,Visa-Free Access
Monaco,Curacao,Visa-Free Access
Monaco,Cyprus,Visa-Free Access
Monaco,Czechia,Visa-Free Access
Monaco,Denmark,Visa-Free Access
Monaco,Dominica,Visa-Free Access
Monaco,Dominican Republic,Visa-Free Access
Monaco,Ecuador,Visa-Free Access
Monaco,El Salvador,Visa-Free Access
Monaco,Estonia,Visa-Free Access
Monaco,Faroe Islands,Visa-Free Access
Monaco,Fiji,Visa-Free Access
Monaco,Finland,Visa-Free Access
Monaco,France,Visa-Free Access
Monaco,French Guiana,Visa-Free Access
Monaco,French Polynesia,Visa-Free Access
Monaco,French West Indies,Visa-Free Access
Monaco,The Gambia,Visa-Free Access
Monaco,Georgia,Visa-Free Access
Monaco,Germany,Visa-Free Access
Monaco,Gibraltar,Visa-Free Access
Monaco,Greece,Visa-Free Access
Monaco,Greenland,Visa-Free Access
Monaco,Grenada,Visa-Free Access
Monaco,Guatemala,Visa-Free Access
Monaco,Haiti,Visa-Free Access
Monaco,Honduras,Visa-Free Access
Monaco,Hong Kong (SAR China),Visa-Free Access
Monaco,Hungary,Visa-Free Access
Monaco,Iceland,Visa-Free Access
Monaco,Ireland,Visa-Free Access
Monaco,Italy,Visa-Free Access
Monaco,Jamaica,Visa-Free Access
Monaco,Kazakhstan,Visa-Free Access
Monaco,Kosovo,Visa-Free Access
Monaco,Kyrgyzstan,Visa-Free Access
Monaco,Latvia,Visa-Free Access
Monaco,Liechtenstein,Visa-Free Access
Monaco,Lithuania,Visa-Free Access
Monaco,Luxembourg,Visa-Free Access
Monaco,Macao (SAR China),Visa-Free Access
Monaco,North Macedonia,Visa-Free Access
Monaco,Malaysia,Visa-Free Access
Monaco,Malta,Visa-Free Access
Monaco,Mauritius,Visa-Free Access
Monaco,Mayotte,Visa-Free Access
Monaco,Mexico,Visa-Free Access
Monaco,Micronesia,Visa-Free Access
Monaco,Moldova,Visa-Free Access
Monaco,Montenegro,Visa-Free Access
Monaco,Montserrat,Visa-Free Access
Monaco,Morocco,Visa-Free Access
Monaco,Netherlands,Visa-Free Access
Monaco,New Caledonia,Visa-Free Access
Monaco,Nicaragua,Visa-Free Access
Monaco,Niue,Visa-Free Access
Monaco,Norway,Visa-Free Access
Monaco,Oman,Visa-Free Access
Monaco,Palestinian Territory,Visa-Free Access
Monaco,Panama,Visa-Free Access
Monaco,Paraguay,Visa-Free Access
Monaco,Peru,Visa-Free Access
Monaco,Philippines,Visa-Free Access
Monaco,Poland,Visa-Free Access
Monaco,Portugal,Visa-Free Access
Monaco,Reunion,Visa-Free Access
Monaco,Romania,Visa-Free Access
Monaco,San Marino,Visa-Free Access
Monaco,Sao Tome and Principe,Visa-Free Access
Monaco,Senegal,Visa-Free Access
Monaco,Serbia,Visa-Free Access
Monaco,Singapore,Visa-Free Access
Monaco,Slovakia,Visa-Free Access
Monaco,Slovenia,Visa-Free Access
Monaco,South Africa,Visa-Free Access
Monaco,Spain,Visa-Free Access
Monaco,St. Lucia,Visa-Free Access
Monaco,St. Maarten,Visa-Free Access
Monaco,St. Vincent and the Grenadines,Visa-Free Access
Monaco,eSwatini,Visa-Free Access
Monaco,Sweden,Visa-Free Access
Monaco,Switzerland,Visa-Free Access
Monaco,Taiwan (Chinese Taipei),Visa-Free Access
Monaco,Thailand,Visa-Free Access
Monaco,Tunisia,Visa-Free Access
Monaco,Türkiye,Visa-Free Access
Monaco,Turks and Caicos Islands,Visa-Free Access
Monaco,Ukraine,Visa-Free Access
Monaco,Uruguay,Visa-Free Access
Monaco,Uzbekistan,Visa-Free Access
Monaco,Vanuatu,Visa-Free Access
Monaco,Vatican City,Visa-Free Access
Monaco,Venezuela,Visa-Free Access
Monaco,British Virgin Islands,Visa-Free Access
Monaco,Mongolia,Visa-Free Access
Monaco,Suriname,Visa-Free Access
Monaco,Rwanda,Visa-Free Access
Monaco,Tajikistan,Visa-Free Access
Monaco,Madagascar,Visa-Free Access
Monaco,Angola,Visa-Free Access
Monaco,Zambia,Visa-Free Access
Monaco,China,Visa-Free Access
Monaco,Australia,Electronic Travel Authorization
Monaco,Canada,Electronic Travel Authorization
Monaco,Guam,Electronic Travel Authorization
Monaco,New Zealand,Electronic Travel Authorization
Monaco,Northern Mariana Islands,Electronic Travel Authorization
Monaco,Puerto Rico,Electronic Travel Authorization
Monaco,American Samoa,Electronic Travel Authorization
Monaco,Sri Lanka,Electronic Travel Authorization
Monaco,United States,Electronic Travel Authorization
Monaco,US Virgin Islands,Electronic Travel Authorization
Monaco,South Korea,Electronic Travel Authorization
Monaco,Kenya,Electronic Travel Authorization
Monaco,Seychelles,Electronic Travel Authorization
Monaco,Israel,Electronic Travel Authorization
Monaco,United Kingdom,Electronic Travel Authorization
Monaco,St. Kitts and Nevis,Electronic Travel Authorization
Liechtenstein,Afghanistan,Visa Required
Liechtenstein,Algeria,Visa Required
Liechtenstein,Angola,Visa Required
Liechtenstein,Bhutan,Visa Required
Liechtenstein,Central African Republic,Visa Required
Liechtenstein,Chad,Visa Required
Liechtenstein,Congo (Rep.),Visa Required
Liechtenstein,Cote d'Ivoire,Visa Required
Liechtenstein,Eritrea,Visa Required
Liechtenstein,Ghana,Visa Required
Liechtenstein,Guyana,Visa Required
Liechtenstein,Iraq,Visa Required
Liechtenstein,Libya,Visa Required
Liechtenstein,Mali,Visa Required
Liechtenstein,Myanmar,Visa Required
Liechtenstein,Nauru,Visa Required
Liechtenstein,Niger,Visa Required
Liechtenstein,North Korea,Visa Required
Liechtenstein,South Sudan,Visa Required
Liechtenstein,Sudan,Visa Required
Liechtenstein,eSwatini,Visa Required
Liechtenstein,Turkmenistan,Visa Required
Liechtenstein,Yemen,Visa Required
Liechtenstein,Lesotho,Visa Required
Liechtenstein,Azerbaijan,Online Visa
Liechtenstein,Benin,Online Visa
Liechtenstein,Gabon,Online Visa
Liechtenstein,India,Online Visa
Liechtenstein,Pakistan,Online Visa
Liechtenstein,Russian Federation,Online Visa
